"IID1"	"IID2"	"PI_HAT"
"BadSample_13"	"HG01707"	0.291
"BadSample_13"	"HG01708"	0.2979
"BadSample_13"	"HG01709"	0.2966
"BadSample_13"	"HG01710"	0.2958
"BadSample_13"	"HG01746"	0.2941
"BadSample_13"	"HG01747"	0.2902
"BadSample_13"	"HG01756"	0.2973
"BadSample_13"	"HG01757"	0.2905
"BadSample_13"	"HG01761"	0.2938
"BadSample_13"	"HG01762"	0.2875
"BadSample_13"	"HG01765"	0.2919
"BadSample_13"	"HG01766"	0.2958
"BadSample_13"	"HG01767"	0.2987
"BadSample_13"	"HG01768"	0.2987
"BadSample_13"	"HG01770"	0.2993
"BadSample_13"	"HG01771"	0.299
"BadSample_13"	"HG01773"	0.2982
"BadSample_13"	"HG01775"	0.2982
"BadSample_13"	"HG01776"	0.2921
"BadSample_13"	"HG01777"	0.2993
"BadSample_13"	"HG01779"	0.2837
"BadSample_13"	"HG01781"	0.2987
"BadSample_13"	"HG01783"	0.293
"BadSample_13"	"HG01784"	0.2978
"BadSample_13"	"HG01785"	0.3032
"BadSample_13"	"HG01786"	0.2955
"BadSample_13"	"HG01789"	0.292
"BadSample_13"	"HG01790"	0.293
"BadSample_13"	"HG01791"	0.3011
"BadSample_13"	"HG02215"	0.3017
"BadSample_13"	"HG02219"	0.2958
"BadSample_13"	"HG02220"	0.2979
"BadSample_13"	"HG02221"	0.2924
"BadSample_13"	"HG02223"	0.3016
"BadSample_13"	"HG02224"	0.3041
"BadSample_13"	"HG02230"	0.2995
"BadSample_13"	"HG02231"	0.3027
"BadSample_13"	"HG02232"	0.2925
"BadSample_13"	"HG02233"	0.3002
"BadSample_13"	"HG02235"	0.2996
"BadSample_13"	"HG02236"	0.3019
"BadSample_13"	"HG02238"	0.2963
"BadSample_13"	"HG02239"	0.2966
"BadSample_13"	"HG02490"	0.2364
"BadSample_13"	"NA06984"	0.2991
"BadSample_13"	"NA06985"	0.312
"BadSample_13"	"NA06986"	0.3024
"BadSample_13"	"NA06989"	0.3033
"BadSample_13"	"NA06994"	0.2989
"BadSample_13"	"NA07000"	0.3039
"BadSample_13"	"NA07037"	0.2978
"BadSample_13"	"NA07048"	0.3005
"BadSample_13"	"NA07051"	0.3026
"BadSample_13"	"NA07056"	0.3003
"BadSample_13"	"NA07347"	0.3036
"BadSample_13"	"NA07357"	0.2962
"BadSample_13"	"NA10847"	0.3035
"BadSample_13"	"NA10851"	0.2933
"BadSample_13"	"NA11829"	0.3049
"BadSample_13"	"NA11830"	0.2992
"BadSample_13"	"NA11831"	0.301
"BadSample_13"	"NA11832"	0.2932
"BadSample_13"	"NA11840"	0.3028
"BadSample_13"	"NA11843"	0.3061
"BadSample_13"	"NA11881"	0.3083
"BadSample_13"	"NA11892"	0.3057
"BadSample_13"	"NA11893"	0.301
"BadSample_13"	"NA11894"	0.3016
"BadSample_13"	"NA11918"	0.3028
"BadSample_13"	"NA11919"	0.3033
"BadSample_13"	"NA11920"	0.2987
"BadSample_13"	"NA11930"	0.2988
"BadSample_13"	"NA11931"	0.3007
"BadSample_13"	"NA11932"	0.3066
"BadSample_13"	"NA11933"	0.3054
"BadSample_13"	"NA11992"	0.2973
"BadSample_13"	"NA11994"	0.3033
"BadSample_13"	"NA11995"	0.294
"BadSample_13"	"NA12003"	0.3012
"BadSample_13"	"NA12004"	0.3081
"BadSample_13"	"NA12005"	0.3012
"BadSample_13"	"NA12006"	0.307
"BadSample_13"	"NA12043"	0.3074
"BadSample_13"	"NA12044"	0.2964
"BadSample_13"	"NA12045"	0.3061
"BadSample_13"	"NA12046"	0.3018
"BadSample_13"	"NA12058"	0.3045
"BadSample_13"	"NA12144"	0.3044
"BadSample_13"	"NA12154"	0.31
"BadSample_13"	"NA12155"	0.3096
"BadSample_13"	"NA12156"	0.3026
"BadSample_13"	"NA12234"	0.2914
"BadSample_13"	"NA12249"	0.3033
"BadSample_13"	"NA12272"	0.2972
"BadSample_13"	"NA12273"	0.2968
"BadSample_13"	"NA12275"	0.3026
"BadSample_13"	"NA12282"	0.3053
"BadSample_13"	"NA12283"	0.2988
"BadSample_13"	"NA12286"	0.3013
"BadSample_13"	"NA12287"	0.3041
"BadSample_13"	"NA12340"	0.3049
"BadSample_13"	"NA12341"	0.3093
"BadSample_13"	"NA12342"	0.2781
"BadSample_13"	"NA12347"	0.2996
"BadSample_13"	"NA12348"	0.3047
"BadSample_13"	"NA12383"	0.2959
"BadSample_13"	"NA12399"	0.2928
"BadSample_13"	"NA12400"	0.2983
"BadSample_13"	"NA12413"	0.3097
"BadSample_13"	"NA12414"	0.2967
"BadSample_13"	"NA12489"	0.3013
"BadSample_13"	"NA12546"	0.2925
"BadSample_13"	"NA12716"	0.3024
"BadSample_13"	"NA12717"	0.3016
"BadSample_13"	"NA12718"	0.3027
"BadSample_13"	"NA12748"	0.3069
"BadSample_13"	"NA12749"	0.3024
"BadSample_13"	"NA12750"	0.3014
"BadSample_13"	"NA12751"	0.3116
"BadSample_13"	"NA12760"	0.2979
"BadSample_13"	"NA12761"	0.296
"BadSample_13"	"NA12762"	0.2988
"BadSample_13"	"NA12763"	0.2972
"BadSample_13"	"NA12775"	0.3095
"BadSample_13"	"NA12776"	0.3086
"BadSample_13"	"NA12777"	0.3001
"BadSample_13"	"NA12778"	0.2968
"BadSample_13"	"NA12812"	0.3011
"BadSample_13"	"NA12813"	0.3036
"BadSample_13"	"NA12814"	0.2981
"BadSample_13"	"NA12815"	0.3057
"BadSample_13"	"NA12827"	0.3039
"BadSample_13"	"NA12828"	0.3022
"BadSample_13"	"NA12829"	0.3077
"BadSample_13"	"NA12830"	0.3136
"BadSample_13"	"NA12842"	0.3041
"BadSample_13"	"NA12843"	0.3008
"BadSample_13"	"NA12872"	0.3087
"BadSample_13"	"NA12873"	0.3111
"BadSample_13"	"NA12874"	0.2793
"BadSample_13"	"NA12878"	0.2952
"BadSample_13"	"NA12889"	0.3001
"BadSample_13"	"NA12890"	0.303
"BadSample_13"	"NA20502"	0.2874
"BadSample_13"	"NA20503"	0.2986
"BadSample_13"	"NA20504"	0.2866
"BadSample_13"	"NA20505"	0.3007
"BadSample_13"	"NA20506"	0.2933
"BadSample_13"	"NA20507"	0.2912
"BadSample_13"	"NA20508"	0.2898
"BadSample_13"	"NA20509"	0.2863
"BadSample_13"	"NA20510"	0.2986
"BadSample_13"	"NA20511"	0.2883
"BadSample_13"	"NA20512"	0.2934
"BadSample_13"	"NA20513"	0.2894
"BadSample_13"	"NA20514"	0.2789
"BadSample_13"	"NA20515"	0.293
"BadSample_13"	"NA20516"	0.2958
"BadSample_13"	"NA20517"	0.2954
"BadSample_13"	"NA20518"	0.2957
"BadSample_13"	"NA20519"	0.2943
"BadSample_13"	"NA20520"	0.2918
"BadSample_13"	"NA20521"	0.3013
"BadSample_13"	"NA20522"	0.286
"BadSample_13"	"NA20524"	0.3019
"BadSample_13"	"NA20525"	0.2948
"BadSample_13"	"NA20527"	0.2873
"BadSample_13"	"NA20528"	0.2922
"BadSample_13"	"NA20529"	0.2919
"BadSample_13"	"NA20530"	0.2927
"BadSample_13"	"NA20531"	0.2915
"BadSample_13"	"NA20532"	0.3072
"BadSample_13"	"NA20533"	0.2922
"BadSample_13"	"NA20534"	0.2965
"BadSample_13"	"NA20535"	0.2981
"BadSample_13"	"NA20536"	0.2928
"BadSample_13"	"NA20538"	0.292
"BadSample_13"	"NA20539"	0.3007
"BadSample_13"	"NA20540"	0.2977
"BadSample_13"	"NA20541"	0.2856
"BadSample_13"	"NA20542"	0.2887
"BadSample_13"	"NA20543"	0.3005
"BadSample_13"	"NA20544"	0.2928
"BadSample_13"	"NA20581"	0.2998
"BadSample_13"	"NA20582"	0.283
"BadSample_13"	"NA20585"	0.2742
"BadSample_13"	"NA20586"	0.2952
"BadSample_13"	"NA20587"	0.2955
"BadSample_13"	"NA20588"	0.2913
"BadSample_13"	"NA20589"	0.3035
"BadSample_13"	"NA20752"	0.2898
"BadSample_13"	"NA20753"	0.289
"BadSample_13"	"NA20754"	0.2889
"BadSample_13"	"NA20755"	0.2998
"BadSample_13"	"NA20756"	0.2868
"BadSample_13"	"NA20757"	0.286
"BadSample_13"	"NA20758"	0.2892
"BadSample_13"	"NA20759"	0.2992
"BadSample_13"	"NA20760"	0.2942
"BadSample_13"	"NA20761"	0.3007
"BadSample_13"	"NA20762"	0.2877
"BadSample_13"	"NA20763"	0.2974
"BadSample_13"	"NA20764"	0.2928
"BadSample_13"	"NA20765"	0.2893
"BadSample_13"	"NA20766"	0.2879
"BadSample_13"	"NA20767"	0.2949
"BadSample_13"	"NA20768"	0.2891
"BadSample_13"	"NA20769"	0.3032
"BadSample_13"	"NA20770"	0.2916
"BadSample_13"	"NA20771"	0.2961
"BadSample_13"	"NA20772"	0.3024
"BadSample_13"	"NA20773"	0.2964
"BadSample_13"	"NA20774"	0.2929
"BadSample_13"	"NA20775"	0.2935
"BadSample_13"	"NA20778"	0.2931
"BadSample_13"	"NA20783"	0.2966
"BadSample_13"	"NA20785"	0.2951
"BadSample_13"	"NA20786"	0.2863
"BadSample_13"	"NA20787"	0.2889
"BadSample_13"	"NA20790"	0.2913
"BadSample_13"	"NA20792"	0.2938
"BadSample_13"	"NA20795"	0.294
"BadSample_13"	"NA20796"	0.3041
"BadSample_13"	"NA20797"	0.2911
"BadSample_13"	"NA20798"	0.2888
"BadSample_13"	"NA20799"	0.299
"BadSample_13"	"NA20800"	0.29
"BadSample_13"	"NA20801"	0.3029
"BadSample_13"	"NA20802"	0.2856
"BadSample_13"	"NA20803"	0.29
"BadSample_13"	"NA20804"	0.2886
"BadSample_13"	"NA20805"	0.2942
"BadSample_13"	"NA20806"	0.2905
"BadSample_13"	"NA20807"	0.2999
"BadSample_13"	"NA20808"	0.3
"BadSample_13"	"NA20809"	0.2925
"BadSample_13"	"NA20810"	0.2944
"BadSample_13"	"NA20811"	0.2967
"BadSample_13"	"NA20812"	0.293
"BadSample_13"	"NA20813"	0.2917
"BadSample_13"	"NA20814"	0.2895
"BadSample_13"	"NA20815"	0.2994
"BadSample_13"	"NA20818"	0.3058
"BadSample_13"	"NA20819"	0.2952
"BadSample_13"	"NA20821"	0.2918
"BadSample_13"	"NA20822"	0.2979
"BadSample_13"	"NA20826"	0.2928
"BadSample_13"	"NA20827"	0.2953
"BadSample_13"	"NA20828"	0.2928
"BadSample_13"	"NA20832"	0.2983
"BadSample_14"	"BadSample_15"	0.3777
"BadSample_15"	"HG00096"	0.3051
"BadSample_15"	"HG00097"	0.3031
"BadSample_15"	"HG00099"	0.3075
"BadSample_15"	"HG00100"	0.3043
"BadSample_15"	"HG00101"	0.3051
"BadSample_15"	"HG00102"	0.3086
"BadSample_15"	"HG00103"	0.3045
"BadSample_15"	"HG00105"	0.3057
"BadSample_15"	"HG00106"	0.3042
"BadSample_15"	"HG00107"	0.3033
"BadSample_15"	"HG00108"	0.3047
"BadSample_15"	"HG00109"	0.3067
"BadSample_15"	"HG00110"	0.2914
"BadSample_15"	"HG00111"	0.3026
"BadSample_15"	"HG00112"	0.303
"BadSample_15"	"HG00113"	0.3007
"BadSample_15"	"HG00114"	0.2982
"BadSample_15"	"HG00115"	0.3021
"BadSample_15"	"HG00116"	0.2997
"BadSample_15"	"HG00117"	0.2917
"BadSample_15"	"HG00118"	0.304
"BadSample_15"	"HG00119"	0.306
"BadSample_15"	"HG00120"	0.3105
"BadSample_15"	"HG00121"	0.3077
"BadSample_15"	"HG00122"	0.3101
"BadSample_15"	"HG00123"	0.3005
"BadSample_15"	"HG00125"	0.3004
"BadSample_15"	"HG00126"	0.3068
"BadSample_15"	"HG00127"	0.3033
"BadSample_15"	"HG00128"	0.3038
"BadSample_15"	"HG00129"	0.3072
"BadSample_15"	"HG00130"	0.304
"BadSample_15"	"HG00131"	0.3
"BadSample_15"	"HG00132"	0.2946
"BadSample_15"	"HG00133"	0.3086
"BadSample_15"	"HG00136"	0.3022
"BadSample_15"	"HG00137"	0.3101
"BadSample_15"	"HG00138"	0.3113
"BadSample_15"	"HG00139"	0.3004
"BadSample_15"	"HG00140"	0.307
"BadSample_15"	"HG00141"	0.2976
"BadSample_15"	"HG00142"	0.2986
"BadSample_15"	"HG00143"	0.3065
"BadSample_15"	"HG00145"	0.305
"BadSample_15"	"HG00146"	0.3117
"BadSample_15"	"HG00148"	0.3188
"BadSample_15"	"HG00149"	0.2953
"BadSample_15"	"HG00150"	0.3057
"BadSample_15"	"HG00151"	0.3077
"BadSample_15"	"HG00154"	0.3034
"BadSample_15"	"HG00155"	0.3042
"BadSample_15"	"HG00157"	0.3073
"BadSample_15"	"HG00158"	0.3086
"BadSample_15"	"HG00159"	0.2952
"BadSample_15"	"HG00160"	0.293
"BadSample_15"	"HG00171"	0.2912
"BadSample_15"	"HG00173"	0.3075
"BadSample_15"	"HG00174"	0.304
"BadSample_15"	"HG00176"	0.2974
"BadSample_15"	"HG00177"	0.2947
"BadSample_15"	"HG00178"	0.2988
"BadSample_15"	"HG00179"	0.3
"BadSample_15"	"HG00180"	0.2895
"BadSample_15"	"HG00181"	0.3044
"BadSample_15"	"HG00182"	0.2929
"BadSample_15"	"HG00183"	0.2992
"BadSample_15"	"HG00185"	0.3012
"BadSample_15"	"HG00186"	0.293
"BadSample_15"	"HG00187"	0.2922
"BadSample_15"	"HG00188"	0.2989
"BadSample_15"	"HG00189"	0.3009
"BadSample_15"	"HG00190"	0.3002
"BadSample_15"	"HG00231"	0.3025
"BadSample_15"	"HG00232"	0.2967
"BadSample_15"	"HG00233"	0.3073
"BadSample_15"	"HG00234"	0.2981
"BadSample_15"	"HG00235"	0.3019
"BadSample_15"	"HG00236"	0.2957
"BadSample_15"	"HG00237"	0.2919
"BadSample_15"	"HG00238"	0.3075
"BadSample_15"	"HG00239"	0.2979
"BadSample_15"	"HG00240"	0.3026
"BadSample_15"	"HG00242"	0.2983
"BadSample_15"	"HG00243"	0.3094
"BadSample_15"	"HG00244"	0.2999
"BadSample_15"	"HG00245"	0.2984
"BadSample_15"	"HG00246"	0.3013
"BadSample_15"	"HG00250"	0.3069
"BadSample_15"	"HG00251"	0.3014
"BadSample_15"	"HG00252"	0.2993
"BadSample_15"	"HG00253"	0.3012
"BadSample_15"	"HG00254"	0.2989
"BadSample_15"	"HG00255"	0.3029
"BadSample_15"	"HG00256"	0.2979
"BadSample_15"	"HG00257"	0.3042
"BadSample_15"	"HG00258"	0.3032
"BadSample_15"	"HG00259"	0.309
"BadSample_15"	"HG00260"	0.3007
"BadSample_15"	"HG00261"	0.3023
"BadSample_15"	"HG00262"	0.3139
"BadSample_15"	"HG00263"	0.301
"BadSample_15"	"HG00264"	0.2956
"BadSample_15"	"HG00265"	0.3084
"BadSample_15"	"HG00266"	0.3033
"BadSample_15"	"HG00267"	0.2943
"BadSample_15"	"HG00268"	0.2974
"BadSample_15"	"HG00269"	0.2963
"BadSample_15"	"HG00271"	0.2873
"BadSample_15"	"HG00272"	0.2936
"BadSample_15"	"HG00273"	0.2927
"BadSample_15"	"HG00274"	0.3052
"BadSample_15"	"HG00275"	0.2977
"BadSample_15"	"HG00276"	0.2958
"BadSample_15"	"HG00277"	0.3011
"BadSample_15"	"HG00278"	0.2976
"BadSample_15"	"HG00280"	0.297
"BadSample_15"	"HG00281"	0.2934
"BadSample_15"	"HG00282"	0.2958
"BadSample_15"	"HG00284"	0.2966
"BadSample_15"	"HG00285"	0.3021
"BadSample_15"	"HG00288"	0.2939
"BadSample_15"	"HG00290"	0.2975
"BadSample_15"	"HG00304"	0.2957
"BadSample_15"	"HG00306"	0.3014
"BadSample_15"	"HG00308"	0.2898
"BadSample_15"	"HG00309"	0.2962
"BadSample_15"	"HG00310"	0.2931
"BadSample_15"	"HG00311"	0.3028
"BadSample_15"	"HG00313"	0.2947
"BadSample_15"	"HG00315"	0.3003
"BadSample_15"	"HG00318"	0.299
"BadSample_15"	"HG00319"	0.2999
"BadSample_15"	"HG00320"	0.2909
"BadSample_15"	"HG00321"	0.2945
"BadSample_15"	"HG00323"	0.2934
"BadSample_15"	"HG00324"	0.2841
"BadSample_15"	"HG00325"	0.2901
"BadSample_15"	"HG00326"	0.2963
"BadSample_15"	"HG00327"	0.3016
"BadSample_15"	"HG00328"	0.2945
"BadSample_15"	"HG00329"	0.2983
"BadSample_15"	"HG00330"	0.3028
"BadSample_15"	"HG00331"	0.3018
"BadSample_15"	"HG00332"	0.2944
"BadSample_15"	"HG00334"	0.2973
"BadSample_15"	"HG00335"	0.2933
"BadSample_15"	"HG00336"	0.2952
"BadSample_15"	"HG00337"	0.3048
"BadSample_15"	"HG00338"	0.2992
"BadSample_15"	"HG00339"	0.2933
"BadSample_15"	"HG00341"	0.297
"BadSample_15"	"HG00342"	0.2946
"BadSample_15"	"HG00343"	0.3003
"BadSample_15"	"HG00344"	0.3103
"BadSample_15"	"HG00345"	0.3027
"BadSample_15"	"HG00346"	0.2909
"BadSample_15"	"HG00349"	0.2995
"BadSample_15"	"HG00350"	0.3019
"BadSample_15"	"HG00351"	0.3
"BadSample_15"	"HG00353"	0.297
"BadSample_15"	"HG00355"	0.3027
"BadSample_15"	"HG00356"	0.2981
"BadSample_15"	"HG00357"	0.3036
"BadSample_15"	"HG00358"	0.2938
"BadSample_15"	"HG00360"	0.3021
"BadSample_15"	"HG00361"	0.2937
"BadSample_15"	"HG00362"	0.297
"BadSample_15"	"HG00364"	0.2996
"BadSample_15"	"HG00365"	0.2977
"BadSample_15"	"HG00366"	0.2991
"BadSample_15"	"HG00367"	0.3057
"BadSample_15"	"HG00368"	0.2912
"BadSample_15"	"HG00369"	0.2987
"BadSample_15"	"HG00371"	0.2989
"BadSample_15"	"HG00372"	0.3077
"BadSample_15"	"HG00373"	0.2835
"BadSample_15"	"HG00375"	0.2996
"BadSample_15"	"HG00376"	0.3049
"BadSample_15"	"HG00378"	0.2956
"BadSample_15"	"HG00379"	0.298
"BadSample_15"	"HG00380"	0.3013
"BadSample_15"	"HG00381"	0.3022
"BadSample_15"	"HG00382"	0.2992
"BadSample_15"	"HG00383"	0.2996
"BadSample_15"	"HG00384"	0.3005
"BadSample_15"	"HG00551"	0.2818
"BadSample_15"	"HG00553"	0.2724
"BadSample_15"	"HG00554"	0.2866
"BadSample_15"	"HG00637"	0.278
"BadSample_15"	"HG00638"	0.2728
"BadSample_15"	"HG01334"	0.2996
"BadSample_15"	"HG01500"	0.3021
"BadSample_15"	"HG01501"	0.2941
"BadSample_15"	"HG01503"	0.2957
"BadSample_15"	"HG01504"	0.3022
"BadSample_15"	"HG01506"	0.2896
"BadSample_15"	"HG01507"	0.3047
"BadSample_15"	"HG01509"	0.2953
"BadSample_15"	"HG01510"	0.301
"BadSample_15"	"HG01512"	0.2903
"BadSample_15"	"HG01513"	0.303
"BadSample_15"	"HG01515"	0.2989
"BadSample_15"	"HG01516"	0.2972
"BadSample_15"	"HG01518"	0.2949
"BadSample_15"	"HG01519"	0.304
"BadSample_15"	"HG01521"	0.3011
"BadSample_15"	"HG01522"	0.2976
"BadSample_15"	"HG01524"	0.3071
"BadSample_15"	"HG01525"	0.3016
"BadSample_15"	"HG01527"	0.3013
"BadSample_15"	"HG01528"	0.2941
"BadSample_15"	"HG01530"	0.3044
"BadSample_15"	"HG01531"	0.2849
"BadSample_15"	"HG01536"	0.2971
"BadSample_15"	"HG01537"	0.302
"BadSample_15"	"HG01583"	0.2539
"BadSample_15"	"HG01586"	0.259
"BadSample_15"	"HG01589"	0.2376
"BadSample_15"	"HG01593"	0.2473
"BadSample_15"	"HG01602"	0.2901
"BadSample_15"	"HG01603"	0.3011
"BadSample_15"	"HG01605"	0.2956
"BadSample_15"	"HG01606"	0.2972
"BadSample_15"	"HG01607"	0.3074
"BadSample_15"	"HG01608"	0.2929
"BadSample_15"	"HG01610"	0.2881
"BadSample_15"	"HG01612"	0.2934
"BadSample_15"	"HG01613"	0.3012
"BadSample_15"	"HG01615"	0.2937
"BadSample_15"	"HG01617"	0.2966
"BadSample_15"	"HG01618"	0.2978
"BadSample_15"	"HG01619"	0.3014
"BadSample_15"	"HG01620"	0.2955
"BadSample_15"	"HG01623"	0.2978
"BadSample_15"	"HG01624"	0.2985
"BadSample_15"	"HG01625"	0.3018
"BadSample_15"	"HG01626"	0.2882
"BadSample_15"	"HG01628"	0.2796
"BadSample_15"	"HG01630"	0.2983
"BadSample_15"	"HG01631"	0.3001
"BadSample_15"	"HG01632"	0.297
"BadSample_15"	"HG01668"	0.3
"BadSample_15"	"HG01669"	0.2954
"BadSample_15"	"HG01670"	0.2967
"BadSample_15"	"HG01672"	0.2906
"BadSample_15"	"HG01673"	0.2931
"BadSample_15"	"HG01675"	0.3018
"BadSample_15"	"HG01676"	0.2982
"BadSample_15"	"HG01678"	0.2947
"BadSample_15"	"HG01679"	0.2803
"BadSample_15"	"HG01680"	0.2902
"BadSample_15"	"HG01682"	0.2914
"BadSample_15"	"HG01684"	0.2987
"BadSample_15"	"HG01685"	0.2989
"BadSample_15"	"HG01686"	0.3056
"BadSample_15"	"HG01694"	0.2895
"BadSample_15"	"HG01695"	0.291
"BadSample_15"	"HG01697"	0.2991
"BadSample_15"	"HG01699"	0.2974
"BadSample_15"	"HG01700"	0.2934
"BadSample_15"	"HG01702"	0.3013
"BadSample_15"	"HG01704"	0.2989
"BadSample_15"	"HG01705"	0.288
"BadSample_15"	"HG01707"	0.2957
"BadSample_15"	"HG01708"	0.3012
"BadSample_15"	"HG01709"	0.3054
"BadSample_15"	"HG01710"	0.3008
"BadSample_15"	"HG01746"	0.2939
"BadSample_15"	"HG01747"	0.2991
"BadSample_15"	"HG01756"	0.3
"BadSample_15"	"HG01757"	0.3001
"BadSample_15"	"HG01761"	0.3011
"BadSample_15"	"HG01762"	0.2882
"BadSample_15"	"HG01765"	0.2954
"BadSample_15"	"HG01766"	0.2922
"BadSample_15"	"HG01767"	0.3002
"BadSample_15"	"HG01768"	0.3044
"BadSample_15"	"HG01770"	0.2974
"BadSample_15"	"HG01771"	0.3032
"BadSample_15"	"HG01773"	0.2983
"BadSample_15"	"HG01775"	0.2983
"BadSample_15"	"HG01776"	0.2913
"BadSample_15"	"HG01777"	0.3123
"BadSample_15"	"HG01779"	0.299
"BadSample_15"	"HG01781"	0.3053
"BadSample_15"	"HG01783"	0.2952
"BadSample_15"	"HG01784"	0.2972
"BadSample_15"	"HG01785"	0.2973
"BadSample_15"	"HG01786"	0.301
"BadSample_15"	"HG01789"	0.2959
"BadSample_15"	"HG01790"	0.3111
"BadSample_15"	"HG01791"	0.3019
"BadSample_15"	"HG02215"	0.2995
"BadSample_15"	"HG02219"	0.2988
"BadSample_15"	"HG02220"	0.3008
"BadSample_15"	"HG02221"	0.2981
"BadSample_15"	"HG02223"	0.3028
"BadSample_15"	"HG02224"	0.3065
"BadSample_15"	"HG02230"	0.3029
"BadSample_15"	"HG02231"	0.3022
"BadSample_15"	"HG02232"	0.2973
"BadSample_15"	"HG02233"	0.2946
"BadSample_15"	"HG02235"	0.304
"BadSample_15"	"HG02236"	0.298
"BadSample_15"	"HG02238"	0.2942
"BadSample_15"	"HG02239"	0.2975
"BadSample_15"	"HG02490"	0.2442
"BadSample_15"	"NA06984"	0.2954
"BadSample_15"	"NA06985"	0.3006
"BadSample_15"	"NA06986"	0.3068
"BadSample_15"	"NA06989"	0.307
"BadSample_15"	"NA06994"	0.3069
"BadSample_15"	"NA07000"	0.3008
"BadSample_15"	"NA07037"	0.2985
"BadSample_15"	"NA07048"	0.3029
"BadSample_15"	"NA07051"	0.3056
"BadSample_15"	"NA07056"	0.2963
"BadSample_15"	"NA07347"	0.3046
"BadSample_15"	"NA07357"	0.299
"BadSample_15"	"NA10847"	0.2973
"BadSample_15"	"NA10851"	0.2937
"BadSample_15"	"NA11829"	0.3125
"BadSample_15"	"NA11830"	0.3088
"BadSample_15"	"NA11831"	0.3024
"BadSample_15"	"NA11832"	0.2991
"BadSample_15"	"NA11840"	0.3009
"BadSample_15"	"NA11843"	0.3104
"BadSample_15"	"NA11881"	0.3051
"BadSample_15"	"NA11892"	0.3059
"BadSample_15"	"NA11893"	0.3044
"BadSample_15"	"NA11894"	0.3032
"BadSample_15"	"NA11918"	0.3051
"BadSample_15"	"NA11919"	0.3069
"BadSample_15"	"NA11920"	0.2993
"BadSample_15"	"NA11930"	0.3002
"BadSample_15"	"NA11931"	0.3121
"BadSample_15"	"NA11932"	0.3074
"BadSample_15"	"NA11933"	0.3047
"BadSample_15"	"NA11992"	0.2999
"BadSample_15"	"NA11994"	0.3015
"BadSample_15"	"NA11995"	0.3046
"BadSample_15"	"NA12003"	0.3063
"BadSample_15"	"NA12004"	0.3042
"BadSample_15"	"NA12005"	0.3066
"BadSample_15"	"NA12006"	0.3062
"BadSample_15"	"NA12043"	0.2991
"BadSample_15"	"NA12044"	0.3087
"BadSample_15"	"NA12045"	0.3032
"BadSample_15"	"NA12046"	0.3051
"BadSample_15"	"NA12058"	0.3051
"BadSample_15"	"NA12144"	0.3035
"BadSample_15"	"NA12154"	0.307
"BadSample_15"	"NA12155"	0.3069
"BadSample_15"	"NA12156"	0.3032
"BadSample_15"	"NA12234"	0.3036
"BadSample_15"	"NA12249"	0.3011
"BadSample_15"	"NA12272"	0.3038
"BadSample_15"	"NA12273"	0.3031
"BadSample_15"	"NA12275"	0.3107
"BadSample_15"	"NA12282"	0.3102
"BadSample_15"	"NA12283"	0.3017
"BadSample_15"	"NA12286"	0.2974
"BadSample_15"	"NA12287"	0.3073
"BadSample_15"	"NA12340"	0.3032
"BadSample_15"	"NA12341"	0.3025
"BadSample_15"	"NA12342"	0.2987
"BadSample_15"	"NA12347"	0.3007
"BadSample_15"	"NA12348"	0.3043
"BadSample_15"	"NA12383"	0.2999
"BadSample_15"	"NA12399"	0.3022
"BadSample_15"	"NA12400"	0.3085
"BadSample_15"	"NA12413"	0.3027
"BadSample_15"	"NA12414"	0.2897
"BadSample_15"	"NA12489"	0.3083
"BadSample_15"	"NA12546"	0.3022
"BadSample_15"	"NA12716"	0.3038
"BadSample_15"	"NA12717"	0.2969
"BadSample_15"	"NA12718"	0.3049
"BadSample_15"	"NA12748"	0.3056
"BadSample_15"	"NA12749"	0.2924
"BadSample_15"	"NA12750"	0.2988
"BadSample_15"	"NA12751"	0.3038
"BadSample_15"	"NA12760"	0.2985
"BadSample_15"	"NA12761"	0.302
"BadSample_15"	"NA12762"	0.3156
"BadSample_15"	"NA12763"	0.3023
"BadSample_15"	"NA12775"	0.3106
"BadSample_15"	"NA12776"	0.3042
"BadSample_15"	"NA12777"	0.302
"BadSample_15"	"NA12778"	0.2995
"BadSample_15"	"NA12812"	0.3069
"BadSample_15"	"NA12813"	0.3051
"BadSample_15"	"NA12814"	0.3001
"BadSample_15"	"NA12815"	0.3093
"BadSample_15"	"NA12827"	0.3015
"BadSample_15"	"NA12828"	0.2978
"BadSample_15"	"NA12829"	0.3072
"BadSample_15"	"NA12830"	0.3038
"BadSample_15"	"NA12842"	0.3026
"BadSample_15"	"NA12843"	0.3067
"BadSample_15"	"NA12872"	0.3036
"BadSample_15"	"NA12873"	0.3072
"BadSample_15"	"NA12874"	0.2786
"BadSample_15"	"NA12878"	0.2937
"BadSample_15"	"NA12889"	0.2982
"BadSample_15"	"NA12890"	0.2989
"BadSample_15"	"NA20502"	0.2885
"BadSample_15"	"NA20503"	0.2959
"BadSample_15"	"NA20504"	0.2933
"BadSample_15"	"NA20505"	0.2912
"BadSample_15"	"NA20506"	0.291
"BadSample_15"	"NA20507"	0.2949
"BadSample_15"	"NA20508"	0.297
"BadSample_15"	"NA20509"	0.2913
"BadSample_15"	"NA20510"	0.2945
"BadSample_15"	"NA20511"	0.2909
"BadSample_15"	"NA20512"	0.2969
