"ID"	"Population"	"Sex"	"V3"	"V4"
"HG00689"	"CHS"	"SH085"	0.000912643	0.0529385
"HG00690"	"CHS"	"SH085"	0.000622973	0.0515845
"HG00692"	"CHS"	"SH086"	0.000469508	0.0511024
"HG00693"	"CHS"	"SH086"	0.000567182	0.051715
"HG00698"	"CHS"	"SH088"	0.00115543	0.0516601
"HG00699"	"CHS"	"SH088"	0.00137716	0.0520955
"HG00701"	"CHS"	"SH089"	0.000880783	0.0518323
"HG00702"	"CHS"	"SH089"	0.000848891	0.052546
"HG00704"	"CHS"	"SH090"	0.00059894	0.0517836
"HG00705"	"CHS"	"SH090"	0.000873095	0.0522376
"HG00707"	"CHS"	"SH091"	0.00044201	0.0521032
"HG00708"	"CHS"	"SH091"	0.000404938	0.0523175
"HG00731"	"PUR"	"PR05"	-0.0116584	-0.0101784
"HG00732"	"PUR"	"PR05"	-0.00871993	-0.0072659
"HG00734"	"PUR"	"PR06"	-0.00415455	-0.00510404
"HG00736"	"PUR"	"PR07"	-0.00862783	-0.00934384
"HG00737"	"PUR"	"PR07"	-0.00754145	-0.0100487
"HG00740"	"PUR"	"PR09"	-0.00368933	-0.00691185
"HG01047"	"PUR"	"PR06"	-0.0072724	-0.00921719
"HG01048"	"PUR"	"PR08"	-0.00498681	-0.0081982
"HG01051"	"PUR"	"PR11"	0.00359685	-0.00558527
"HG01052"	"PUR"	"PR11"	0.00350214	-0.00552662
"HG01055"	"PUR"	"PR12"	-0.00370771	-0.00892879
"HG01060"	"PUR"	"PR14"	-0.0066872	-0.00859908
"HG01061"	"PUR"	"PR14"	-0.00771995	-0.0077355
"HG01066"	"PUR"	"PR16"	-0.00751493	-0.00877211
"HG01067"	"PUR"	"PR16"	-0.0061271	-0.00804183
"HG01069"	"PUR"	"PR17"	-0.00546886	-0.00745578
"HG01070"	"PUR"	"PR17"	-0.00864628	-0.00784524
"HG01072"	"PUR"	"PR18"	-0.00634249	-0.00838871
"HG01073"	"PUR"	"PR18"	-0.0065798	-0.00741569
"HG01075"	"PUR"	"PR01"	-0.00727224	-0.0118848
"HG01079"	"PUR"	"PR21"	-0.000365522	-0.00772837
"HG01080"	"PUR"	"PR21"	-0.00531217	-0.00472635
"HG01082"	"PUR"	"PR28"	0.00260202	-0.00703495
"HG01083"	"PUR"	"PR28"	-0.00535352	-0.0074653
"HG01085"	"PUR"	"PR26"	-0.00397398	-0.00763097
"HG01095"	"PUR"	"PR29"	-0.00486721	-0.00812701
"HG01097"	"PUR"	"PR31"	-0.00630696	-0.00700252
"HG01098"	"PUR"	"PR31"	-0.00549308	-0.00839602
"HG01101"	"PUR"	"PR19"	-0.00150007	-0.00668064
"HG01102"	"PUR"	"PR19"	-0.0004206	-0.00854278
"HG01104"	"PUR"	"PR25"	-0.00639337	-0.00806514
"HG01105"	"PUR"	"PR25"	-0.00774575	-0.0104144
"HG01107"	"PUR"	"PR33"	0.00397786	-0.00970057
"HG01108"	"PUR"	"PR33"	0.033272	-0.0113479
"HG01112"	"CLM"	"CLM03"	-0.0122234	-0.0115465
"HG01113"	"CLM"	"CLM03"	-0.0103072	-0.000878565
"HG01124"	"CLM"	"CLM04"	-0.000543269	-0.000177323
"HG01125"	"CLM"	"CLM04"	-0.00435479	-0.00175591
"HG01133"	"CLM"	"CLM07"	-0.0112933	-0.00717031
"HG01134"	"CLM"	"CLM07"	-0.00295381	-0.00392965
"HG01136"	"CLM"	"CLM08"	-0.00461207	-0.00161771
"HG01137"	"CLM"	"CLM08"	-0.00892908	0.00133777
"HG01140"	"CLM"	"CLM09"	-0.00830829	-0.00213444
"HG01148"	"CLM"	"CLM12"	-0.00716724	-0.0032321
"HG01149"	"CLM"	"CLM12"	-0.00188184	0.00646942
"HG01167"	"PUR"	"PR39"	0.00411316	-0.00761603
"HG01168"	"PUR"	"PR39"	-0.0114899	-0.0110789
"HG01170"	"PUR"	"PR24"	-0.00388726	-0.00624803
"HG01171"	"PUR"	"PR24"	0.0010411	-0.00756151
"HG01173"	"PUR"	"PR36"	-0.00801427	-0.0110968
"HG01174"	"PUR"	"PR36"	-0.00865056	-0.00856544
"HG01176"	"PUR"	"PR42"	-0.0058049	-0.00655611
"HG01183"	"PUR"	"PR44"	-0.00286972	-0.00645009
"HG01187"	"PUR"	"PR38"	0.0013082	-0.00194568
"HG01188"	"PUR"	"PR38"	0.00422091	-0.00385451
"HG01190"	"PUR"	"PR40"	-0.000499825	-0.0033979
"HG01191"	"PUR"	"PR40"	-0.00514155	-0.00526235
"HG01197"	"PUR"	"PR46"	-0.00812471	-0.00788007
"HG01198"	"PUR"	"PR46"	0.00060058	-0.00779052
"HG01204"	"PUR"	"PR49"	-0.00511892	-0.00720051
"HG01250"	"CLM"	"CLM14"	-0.00500305	0.00063459
"HG01251"	"CLM"	"CLM14"	-0.0100917	-0.00216256
"HG01257"	"CLM"	"CLM16"	-0.0104058	-0.00123243
"HG01259"	"CLM"	"CLM17"	-0.0111634	-0.00833402
"HG01271"	"CLM"	"CLM21"	-0.00566718	-0.00232549
"HG01272"	"CLM"	"CLM21"	0.00260279	0.000828724
"HG01274"	"CLM"	"CLM22"	-0.00791683	0.000797506
"HG01275"	"CLM"	"CLM22"	-0.0131763	-0.0124202
"HG01277"	"CLM"	"CLM23"	-0.00940699	0.00240984
"HG01278"	"CLM"	"CLM23"	-0.00884508	0.00243138
"HG01334"	"GBR"	"male"	-0.0154859	-0.0132794
"HG01334_vss"	"VSS"	"male"	-0.0154924	-0.0132819
"HG01342"	"CLM"	"CLM26"	0.0147373	-0.00406896
"HG01344"	"CLM"	"CLM27"	-0.00757266	0.00417166
"HG01345"	"CLM"	"CLM27"	-0.00801051	-0.0041181
"HG01350"	"CLM"	"CLM29"	-0.00509551	0.00426957
"HG01351"	"CLM"	"CLM29"	-0.0103382	-0.00144575
"HG01353"	"CLM"	"CLM30"	-0.0102519	-0.00535929
"HG01354"	"CLM"	"CLM30"	-0.0113713	-0.00699771
"HG01356"	"CLM"	"CLM31"	-0.00656499	-0.000857111
"HG01357"	"CLM"	"CLM31"	-0.0103788	-0.000344906
"HG01359"	"CLM"	"CLM32"	-0.00839227	-0.00224376
"HG01360"	"CLM"	"CLM32"	-0.0067794	-0.00332337
"HG01365"	"CLM"	"CLM34"	-0.000702155	-0.00164903
"HG01366"	"CLM"	"CLM34"	-0.00353726	-0.0017824
"HG01374"	"CLM"	"CLM37"	-0.0109884	-0.00290232
"HG01375"	"CLM"	"CLM37"	-0.000404788	-0.000861863
"HG01377"	"CLM"	"CLM38"	-0.00369908	-2.81451e-05
"HG01378"	"CLM"	"CLM38"	-0.00701743	0.0034719
"HG01383"	"CLM"	"CLM40"	-0.00910283	-0.00340828
"HG01384"	"CLM"	"CLM40"	-0.00751773	-0.00391095
"HG01389"	"CLM"	"CLM42"	-0.00829453	-0.00762297
"HG01390"	"CLM"	"CLM42"	0.00971688	-0.00102721
"HG01437"	"CLM"	"CLM45"	-0.0121112	-0.00862474
"HG01440"	"CLM"	"CLM46"	0.000903104	-0.00443024
"HG01441"	"CLM"	"CLM46"	-0.00797415	0.00552713
"HG01455"	"CLM"	"CLM51"	-0.00785814	0.00458205
"HG01456"	"CLM"	"CLM51"	-0.00614464	0.00390665
"HG01461"	"CLM"	"CLM53"	0.00321412	0.00339431
"HG01462"	"CLM"	"CLM53"	0.0100518	0.00135129
"HG01465"	"CLM"	"CLM54"	-0.0105952	-0.00549532
"HG01488"	"CLM"	"CLM62"	-0.000957737	-0.00740343
"HG01489"	"CLM"	"CLM62"	-0.0114816	-0.00836868
"HG01491"	"CLM"	"CLM63"	-0.0112362	-0.00747794
"HG01492"	"CLM"	"CLM63"	-0.010155	-0.00520901
"HG01494"	"CLM"	"CLM64"	-0.00263482	0.00511301
"HG01495"	"CLM"	"CLM64"	-0.00121662	0.00413466
"HG01497"	"CLM"	"CLM65"	-0.00764217	0.00212197
"HG01498"	"CLM"	"CLM65"	-0.00664254	0.001482
"HG01500_vss"	"VSS"	"male"	-0.0124715	-0.0138698
"HG01501_vss"	"VSS"	"female"	-0.012128	-0.01421
"HG01503_vss"	"VSS"	"male"	-0.0141846	-0.0142802
"HG01504_vss"	"VSS"	"female"	-0.0131889	-0.0142943
"HG01506_vss"	"VSS"	"male"	-0.0131563	-0.0145317
"HG01507_vss"	"VSS"	"female"	-0.0135745	-0.0142138
"HG01509_vss"	"VSS"	"male"	-0.0127605	-0.0149231
"HG01510_vss"	"VSS"	"female"	-0.0137234	-0.0146216
"HG01512_vss"	"VSS"	"male"	-0.0146876	-0.0149336
"HG01513_vss"	"VSS"	"female"	-0.0146294	-0.0148779
"HG01515"	"IBS"	"IBS006"	-0.0153474	-0.014916
"HG01515_vss"	"VSS"	"male"	-0.0153472	-0.014929
"HG01516"	"IBS"	"IBS006"	-0.0152361	-0.0156615
"HG01516_vss"	"VSS"	"female"	-0.0152138	-0.0156635
"HG01518"	"IBS"	"IBS007"	-0.0151359	-0.0151941
"HG01518_vss"	"VSS"	"male"	-0.0151244	-0.0152171
"HG01519"	"IBS"	"IBS007"	-0.0152957	-0.0156611
"HG01519_vss"	"VSS"	"female"	-0.0152902	-0.015686
"HG01521"	"IBS"	"IBS008"	-0.0153855	-0.0146863
"HG01521_vss"	"VSS"	"male"	-0.0153735	-0.01469
"HG01522"	"IBS"	"IBS008"	-0.0154854	-0.0142687
"HG01522_vss"	"VSS"	"female"	-0.0154796	-0.0142815
"HG01524_vss"	"VSS"	"male"	-0.013774	-0.0141317
"HG01525_vss"	"VSS"	"female"	-0.0129046	-0.0135537
"HG01527_vss"	"VSS"	"male"	-0.012053	-0.0143877
"HG01528_vss"	"VSS"	"female"	-0.0131093	-0.0143322
"HG01530_vss"	"VSS"	"male"	-0.0131797	-0.0138064
"HG01531_vss"	"VSS"	"female"	-0.0129219	-0.0143399
"HG01536_vss"	"VSS"	"male"	-0.0133714	-0.0145196
"HG01537_vss"	"VSS"	"female"	-0.013919	-0.0144453
"HG01550"	"CLM"	"CLM66"	-0.00822241	-0.00340079
"HG01551"	"CLM"	"CLM66"	0.016924	-0.0030816
"HG01583_vss"	"VSS"	"male"	-0.00594336	0.00260197
"HG01586_vss"	"VSS"	"male"	-0.00689659	0.00338066
"HG01589_vss"	"VSS"	"male"	-0.00718096	0.00214311
"HG01593_vss"	"VSS"	"female"	-0.00686572	0.000381944
"HG01602_vss"	"VSS"	"female"	-0.0125945	-0.0133567
"HG01603_vss"	"VSS"	"male"	-0.0133374	-0.0137478
"HG01605_vss"	"VSS"	"female"	-0.0141878	-0.0140135
"HG01606_vss"	"VSS"	"male"	-0.0145298	-0.0148172
"HG01607_vss"	"VSS"	"female"	-0.0139777	-0.0140547
"HG01608_vss"	"VSS"	"male"	-0.0133259	-0.0141323
"HG01610_vss"	"VSS"	"male"	-0.0133572	-0.0148638
"HG01612_vss"	"VSS"	"female"	-0.0127942	-0.0147094
"HG01613_vss"	"VSS"	"female"	-0.0138363	-0.0142398
"HG01615_vss"	"VSS"	"male"	-0.0133602	-0.0143417
"HG01617"	"IBS"	"IBS019"	-0.0135525	-0.0134164
"HG01617_vss"	"VSS"	"male"	-0.0135791	-0.0134389
"HG01618"	"IBS"	"IBS019"	-0.0130872	-0.0138479
"HG01618_vss"	"VSS"	"female"	-0.013135	-0.0138407
"HG01619"	"IBS"	"IBS018"	-0.013541	-0.0150403
"HG01619_vss"	"VSS"	"male"	-0.0135813	-0.0150714
"HG01620"	"IBS"	"IBS018"	-0.0136359	-0.014239
"HG01620_vss"	"VSS"	"female"	-0.013679	-0.0142814
"HG01623"	"IBS"	"IBS017"	-0.0126145	-0.0147666
"HG01623_vss"	"VSS"	"female"	-0.0126272	-0.0147949
"HG01624"	"IBS"	"IBS017"	-0.0130134	-0.0139767
"HG01624_vss"	"VSS"	"male"	-0.0130361	-0.0140002
"HG01625"	"IBS"	"IBS016"	-0.0140654	-0.0145781
"HG01625_vss"	"VSS"	"male"	-0.0140935	-0.0146162
"HG01626"	"IBS"	"IBS016"	-0.0126517	-0.0136556
"HG01626_vss"	"VSS"	"female"	-0.0126764	-0.0136514
"HG01628_vss"	"VSS"	"female"	-0.00968166	-0.0157568
"HG01630_vss"	"VSS"	"male"	-0.011182	-0.0141371
"HG01631_vss"	"VSS"	"male"	-0.014368	-0.0149555
"HG01632_vss"	"VSS"	"female"	-0.0134877	-0.0146268
"HG01668_vss"	"VSS"	"female"	-0.0119077	-0.0139962
"HG01669_vss"	"VSS"	"male"	-0.0115837	-0.0146323
"HG01670_vss"	"VSS"	"female"	-0.0135321	-0.0146187
"HG01672_vss"	"VSS"	"male"	-0.0139062	-0.0144711
"HG01673_vss"	"VSS"	"female"	-0.0142974	-0.0146388
"HG01675_vss"	"VSS"	"male"	-0.0142759	-0.014082
"HG01676_vss"	"VSS"	"female"	-0.0148109	-0.0150519
"HG01678_vss"	"VSS"	"male"	-0.0138707	-0.0142547
"HG01679_vss"	"VSS"	"female"	-0.0136819	-0.0147035
"HG01680_vss"	"VSS"	"male"	-0.0136072	-0.014905
"HG01682_vss"	"VSS"	"male"	-0.0144997	-0.0146389
"HG01684_vss"	"VSS"	"female"	-0.0145645	-0.0143601
"HG01685_vss"	"VSS"	"female"	-0.0127021	-0.014274
"HG01686_vss"	"VSS"	"male"	-0.0131493	-0.0144871
"HG01694_vss"	"VSS"	"male"	-0.010559	-0.0147149
"HG01695_vss"	"VSS"	"female"	-0.0105838	-0.0138453
"HG01697_vss"	"VSS"	"female"	-0.012574	-0.0136611
"HG01699_vss"	"VSS"	"male"	-0.0132037	-0.0143376
"HG01700_vss"	"VSS"	"male"	-0.0152304	-0.0144352
"HG01702_vss"	"VSS"	"female"	-0.0155187	-0.0151681
"HG01704_vss"	"VSS"	"female"	-0.012057	-0.0140845
"HG01705_vss"	"VSS"	"male"	-0.01251	-0.0142369
"HG01707_vss"	"VSS"	"female"	-0.0130528	-0.0142645
"HG01708_vss"	"VSS"	"male"	-0.0130026	-0.0131504
"HG01709_vss"	"VSS"	"male"	-0.0131657	-0.0144886
"HG01710_vss"	"VSS"	"female"	-0.0129391	-0.0146894
"HG01746_vss"	"VSS"	"female"	-0.0140356	-0.0143128
"HG01747_vss"	"VSS"	"male"	-0.0137523	-0.0146886
"HG01756_vss"	"VSS"	"male"	-0.0130713	-0.0136201
"HG01757_vss"	"VSS"	"female"	-0.0131067	-0.0136032
"HG01761_vss"	"VSS"	"male"	-0.0136447	-0.0150042
"HG01762_vss"	"VSS"	"female"	-0.0140944	-0.0155585
"HG01765_vss"	"VSS"	"male"	-0.0135321	-0.0146217
"HG01766_vss"	"VSS"	"female"	-0.0128797	-0.0143354
"HG01767_vss"	"VSS"	"male"	-0.0130792	-0.0145968
"HG01768_vss"	"VSS"	"female"	-0.0128516	-0.0143927
"HG01770_vss"	"VSS"	"female"	-0.0136533	-0.0147254
"HG01771_vss"	"VSS"	"male"	-0.0144799	-0.015187
"HG01773_vss"	"VSS"	"female"	-0.0140241	-0.0148328
"HG01775_vss"	"VSS"	"male"	-0.0147812	-0.0154109
"HG01776_vss"	"VSS"	"female"	-0.0145865	-0.013686
"HG01777_vss"	"VSS"	"male"	-0.0144827	-0.0143374
"HG01779_vss"	"VSS"	"female"	-0.014615	-0.0146704
"HG01781_vss"	"VSS"	"male"	-0.0136276	-0.0149167
"HG01783_vss"	"VSS"	"male"	-0.012997	-0.0145719
"HG01784_vss"	"VSS"	"female"	-0.0139303	-0.0145159
"HG01785_vss"	"VSS"	"male"	-0.01481	-0.014686
"HG01786_vss"	"VSS"	"female"	-0.0146226	-0.0146379
"HG01789_vss"	"VSS"	"male"	-0.015273	-0.0139363
"HG01790_vss"	"VSS"	"female"	-0.0151624	-0.0138224
"HG01791_vss"	"VSS"	"male"	-0.0150284	-0.0141007
"HG01879_vss"	"VSS"	"male"	0.0480968	-0.0125609
"HG01880_vss"	"VSS"	"female"	0.0314426	-0.00221958
"HG01882_vss"	"VSS"	"male"	0.0585384	-0.0136923
"HG01883_vss"	"VSS"	"female"	0.0507852	-0.0135316
"HG01885_vss"	"VSS"	"male"	0.0564066	-0.0139057
"HG02215_vss"	"VSS"	"female"	-0.0153534	-0.0143134
"HG02219_vss"	"VSS"	"male"	-0.0136044	-0.0147897
"HG02220_vss"	"VSS"	"female"	-0.0138884	-0.0137599
"HG02221_vss"	"VSS"	"male"	-0.0138736	-0.0146911
"HG02223_vss"	"VSS"	"female"	-0.014022	-0.0143484
"HG02224_vss"	"VSS"	"male"	-0.0148143	-0.0145167
"HG02230_vss"	"VSS"	"female"	-0.0147309	-0.0147082
"HG02231_vss"	"VSS"	"male"	-0.014625	-0.0148109
"HG02232_vss"	"VSS"	"female"	-0.0135907	-0.0152327
"HG02233_vss"	"VSS"	"male"	-0.0126241	-0.0144945
"HG02235_vss"	"VSS"	"female"	-0.013601	-0.0141705
"HG02236_vss"	"VSS"	"male"	-0.0139678	-0.0143831
"HG02238_vss"	"VSS"	"male"	-0.0129457	-0.0150857
"HG02239_vss"	"VSS"	"female"	-0.0121911	-0.013723
"HG02490_vss"	"VSS"	"male"	-0.00802069	0.0015358
"NA06984"	"CEU"	"1328"	-0.0154421	-0.0134973
"NA06984_vss"	"VSS"	"male"	-0.0154526	-0.0134581
"NA06985_vss"	"VSS"	"female"	-0.0147424	-0.0141582
"NA06986"	"CEU"	"13291"	-0.0155064	-0.0146868
"NA06986_vss"	"VSS"	"male"	-0.0155009	-0.0147026
"NA06989"	"CEU"	"1328"	-0.0156834	-0.0135643
"NA06989_vss"	"VSS"	"female"	-0.0156798	-0.0135652
"NA06994"	"CEU"	"1340"	-0.015586	-0.0134418
"NA06994_vss"	"VSS"	"male"	-0.0155709	-0.0134615
"NA07000"	"CEU"	"1340"	-0.0154575	-0.0137605
"NA07000_vss"	"VSS"	"female"	-0.0155079	-0.0137756
"NA07037"	"CEU"	"13291"	-0.0147629	-0.0144605
"NA07037_vss"	"VSS"	"female"	-0.0147499	-0.0144742
"NA07048"	"CEU"	"1341"	-0.0148533	-0.0146193
"NA07048_vss"	"VSS"	"male"	-0.0148711	-0.0145684
"NA07051"	"CEU"	"13292"	-0.0155472	-0.0142829
"NA07051_vss"	"VSS"	"male"	-0.0155316	-0.0143016
"NA07056"	"CEU"	"1340"	-0.0154871	-0.0140642
"NA07056_vss"	"VSS"	"female"	-0.0155376	-0.0140868
"NA07347"	"CEU"	"1345"	-0.0154738	-0.0152884
"NA07347_vss"	"VSS"	"male"	-0.0154844	-0.0152738
"NA07357"	"CEU"	"1345"	-0.0155164	-0.0139079
"NA07357_vss"	"VSS"	"male"	-0.0155636	-0.0139221
"NA10847"	"CEU"	"1334"	-0.0156223	-0.0151812
"NA10847_vss"	"VSS"	"female"	-0.0156226	-0.0151826
"NA10851"	"CEU"	"1344"	-0.015978	-0.0141601
"NA10851_vss"	"VSS"	"male"	-0.015996	-0.0141607
"NA11829"	"CEU"	"1350"	-0.0157648	-0.014344
"NA11829_vss"	"VSS"	"male"	-0.0158335	-0.0143167
"NA11830"	"CEU"	"1350"	-0.0154089	-0.0136312
"NA11830_vss"	"VSS"	"female"	-0.0154673	-0.013654
"NA11831"	"CEU"	"1350"	-0.0151873	-0.01417
"NA11831_vss"	"VSS"	"male"	-0.0152687	-0.0141649
"NA11832_vss"	"VSS"	"female"	-0.0151966	-0.0143303
"NA11840_vss"	"VSS"	"female"	-0.0155206	-0.0129406
"NA11843"	"CEU"	"1349"	-0.0158291	-0.0141987
"NA11843_vss"	"VSS"	"male"	-0.0158298	-0.0141782
"NA11881_vss"	"VSS"	"male"	-0.0151764	-0.0137603
"NA11892"	"CEU"	"1377"	-0.0150925	-0.0143296
"NA11892_vss"	"VSS"	"female"	-0.0150945	-0.014301
"NA11893"	"CEU"	"1377"	-0.015764	-0.0133875
"NA11893_vss"	"VSS"	"male"	-0.0157616	-0.0133533
"NA11894"	"CEU"	"1377"	-0.0153051	-0.0145154
"NA11894_vss"	"VSS"	"female"	-0.0152841	-0.0144871
"NA11918_vss"	"VSS"	"female"	-0.0156784	-0.0136223
"NA11919"	"CEU"	"1423"	-0.0152914	-0.0146739
"NA11919_vss"	"VSS"	"male"	-0.0152873	-0.0146637
"NA11920"	"CEU"	"1423"	-0.015741	-0.0149829
"NA11920_vss"	"VSS"	"female"	-0.0157353	-0.0150054
"NA11930"	"CEU"	"1424"	-0.0147159	-0.013265
"NA11930_vss"	"VSS"	"male"	-0.0147114	-0.0132582
"NA11931"	"CEU"	"1424"	-0.0154545	-0.0143882
"NA11931_vss"	"VSS"	"female"	-0.0154206	-0.0143781
"NA11932"	"CEU"	"1424a"	-0.0152341	-0.0152956
"NA11932_vss"	"VSS"	"male"	-0.015218	-0.0152787
"NA11933"	"CEU"	"1424b"	-0.0151561	-0.0142735
"NA11933_vss"	"VSS"	"female"	-0.0151713	-0.0142676
"NA11992"	"CEU"	"1362"	-0.015004	-0.0152664
"NA11992_vss"	"VSS"	"male"	-0.0150621	-0.0152754
"NA11993"	"CEU"	"1362"	-0.014706	-0.0145604
"NA11994"	"CEU"	"1362"	-0.015318	-0.0133939
"NA11994_vss"	"VSS"	"male"	-0.0153553	-0.0133987
"NA11995"	"CEU"	"1362"	-0.0155401	-0.0158482
"NA11995_vss"	"VSS"	"female"	-0.0155917	-0.0158831
"NA12003"	"CEU"	"1420"	-0.0153317	-0.0128972
"NA12003_vss"	"VSS"	"male"	-0.0154	-0.0129172
"NA12004"	"CEU"	"1420"	-0.0147701	-0.0142148
"NA12004_vss"	"VSS"	"female"	-0.0148669	-0.0142084
"NA12005_vss"	"VSS"	"male"	-0.0155657	-0.0146748
"NA12006"	"CEU"	"1420"	-0.0154856	-0.0144481
"NA12006_vss"	"VSS"	"female"	-0.0155386	-0.0144292
"NA12043"	"CEU"	"1346"	-0.0159157	-0.013916
"NA12043_vss"	"VSS"	"male"	-0.0160016	-0.0139249
"NA12044"	"CEU"	"1346"	-0.0155835	-0.0145812
"NA12044_vss"	"VSS"	"female"	-0.0156506	-0.0145812
"NA12045"	"CEU"	"1346"	-0.0154851	-0.0141574
"NA12045_vss"	"VSS"	"male"	-0.015485	-0.0141448
"NA12046"	"CEU"	"1346"	-0.0151544	-0.0130931
"NA12046_vss"	"VSS"	"female"	-0.0151643	-0.0130887
"NA12058"	"CEU"	"1344"	-0.0157718	-0.0147996
"NA12058_vss"	"VSS"	"female"	-0.0157683	-0.014807
"NA12144"	"CEU"	"1334"	-0.0151708	-0.0140308
"NA12144_vss"	"VSS"	"male"	-0.0152625	-0.0140229
"NA12154"	"CEU"	"1408"	-0.01558	-0.013972
"NA12154_vss"	"VSS"	"male"	-0.015647	-0.0139838
"NA12155"	"CEU"	"1408"	-0.0155782	-0.0146944
"NA12155_vss"	"VSS"	"male"	-0.0156337	-0.0146988
"NA12156_vss"	"VSS"	"female"	-0.0153698	-0.0138579
"NA12234_vss"	"VSS"	"female"	-0.0152454	-0.0138222
"NA12249"	"CEU"	"1416"	-0.015719	-0.0133556
"NA12249_vss"	"VSS"	"female"	-0.0156892	-0.0133582
"NA12272"	"CEU"	"1418"	-0.0150772	-0.0144889
"NA12272_vss"	"VSS"	"male"	-0.0150837	-0.0144923
"NA12273"	"CEU"	"1418"	-0.0148184	-0.0148738
"NA12273_vss"	"VSS"	"female"	-0.0147884	-0.0148678
"NA12275"	"CEU"	"1418"	-0.0152366	-0.0143554
"NA12275_vss"	"VSS"	"female"	-0.015212	-0.0143439
"NA12282"	"CEU"	"1421a"	-0.0153074	-0.0143776
"NA12282_vss"	"VSS"	"male"	-0.0153118	-0.0143685
"NA12283"	"CEU"	"1421b"	-0.0147758	-0.0138027
"NA12283_vss"	"VSS"	"female"	-0.0147699	-0.0138012
"NA12286"	"CEU"	"1421"	-0.0152233	-0.0129626
"NA12286_vss"	"VSS"	"male"	-0.0152165	-0.0129218
"NA12287"	"CEU"	"1421"	-0.0156144	-0.0146332
"NA12287_vss"	"VSS"	"female"	-0.0155623	-0.0146523
"NA12340"	"CEU"	"1330"	-0.0152627	-0.0150314
"NA12340_vss"	"VSS"	"male"	-0.0152539	-0.0150198
"NA12341"	"CEU"	"1330"	-0.0152143	-0.0147069
"NA12341_vss"	"VSS"	"female"	-0.015232	-0.0146981
"NA12342"	"CEU"	"1330"	-0.0158033	-0.0147236
"NA12342_vss"	"VSS"	"male"	-0.0157867	-0.0147248
"NA12347"	"CEU"	"13281"	-0.015159	-0.0137575
"NA12347_vss"	"VSS"	"male"	-0.0151619	-0.0137643
"NA12348"	"CEU"	"13281"	-0.015432	-0.0132895
"NA12348_vss"	"VSS"	"female"	-0.0154429	-0.0132785
"NA12383"	"CEU"	"1353"	-0.0150117	-0.0143399
"NA12383_vss"	"VSS"	"female"	-0.015002	-0.0143569
"NA12399"	"CEU"	"1354"	-0.0153782	-0.0142442
"NA12399_vss"	"VSS"	"male"	-0.0153609	-0.014267
"NA12400"	"CEU"	"1354"	-0.0156649	-0.0142161
"NA12400_vss"	"VSS"	"female"	-0.0156637	-0.014193
"NA12413"	"CEU"	"1355"	-0.0152536	-0.0143406
"NA12413_vss"	"VSS"	"male"	-0.0152352	-0.014346
"NA12414_vss"	"VSS"	"female"	-0.0151567	-0.0135349
"NA12489"	"CEU"	"1353"	-0.0152362	-0.0146738
"NA12489_vss"	"VSS"	"female"	-0.0153101	-0.0147223
"NA12546"	"CEU"	"1353"	-0.0150825	-0.0139746
"NA12546_vss"	"VSS"	"male"	-0.0150716	-0.013978
"NA12716"	"CEU"	"1358"	-0.0157237	-0.0145151
"NA12716_vss"	"VSS"	"male"	-0.0157177	-0.0145083
"NA12717"	"CEU"	"1358"	-0.0152373	-0.0143743
"NA12717_vss"	"VSS"	"female"	-0.0152343	-0.0143624
"NA12718"	"CEU"	"1358"	-0.0152286	-0.0141208
"NA12718_vss"	"VSS"	"female"	-0.0152408	-0.0140911
"NA12748"	"CEU"	"1444"	-0.0155024	-0.0134224
"NA12748_vss"	"VSS"	"male"	-0.0154733	-0.0133798
"NA12749"	"CEU"	"1444"	-0.0156869	-0.0142784
"NA12749_vss"	"VSS"	"female"	-0.0156783	-0.0142591
"NA12750"	"CEU"	"1444"	-0.0153763	-0.013724
"NA12750_vss"	"VSS"	"male"	-0.015375	-0.0136856
"NA12751"	"CEU"	"1444"	-0.0154311	-0.0149204
"NA12751_vss"	"VSS"	"female"	-0.0154085	-0.0148955
"NA12760_vss"	"VSS"	"male"	-0.0144647	-0.0133938
"NA12761"	"CEU"	"1447"	-0.0156385	-0.0142398
"NA12761_vss"	"VSS"	"female"	-0.0156375	-0.014233
"NA12762_vss"	"VSS"	"male"	-0.0155561	-0.0143287
"NA12763"	"CEU"	"1447"	-0.0149691	-0.0140217
"NA12763_vss"	"VSS"	"female"	-0.0149809	-0.0140321
"NA12775"	"CEU"	"1451"	-0.0159599	-0.0147849
"NA12775_vss"	"VSS"	"male"	-0.0159438	-0.0147916
"NA12776_vss"	"VSS"	"female"	-0.0151835	-0.01368
"NA12777"	"CEU"	"1451"	-0.0162116	-0.0148161
"NA12777_vss"	"VSS"	"male"	-0.01622	-0.0148055
"NA12778"	"CEU"	"1451"	-0.016048	-0.0147222
"NA12778_vss"	"VSS"	"female"	-0.0160288	-0.0147159
"NA12812"	"CEU"	"1454"	-0.0153695	-0.0144999
"NA12812_vss"	"VSS"	"male"	-0.0154101	-0.0145073
"NA12813_vss"	"VSS"	"female"	-0.0152872	-0.0139145
"NA12814"	"CEU"	"1454"	-0.015351	-0.0148568
"NA12814_vss"	"VSS"	"male"	-0.0154021	-0.0148403
"NA12815"	"CEU"	"1454"	-0.0153133	-0.0141928
"NA12815_vss"	"VSS"	"female"	-0.0153638	-0.0141716
"NA12827"	"CEU"	"1456"	-0.0156191	-0.0147713
